review_id,review_title,review_body,language,product_category,sentiment_label,confidence,notes
en_0615055,Nice bowls with poor attachment features,"After prying (and I mean prying to point of bending steel) the two bowls apart, we found that the clamp doesn't really snug up against most standard cage wire very well. You'll need to add some washers or rubber to keep the bowls from tipping sideways :(",en,pet_products,,,
en_0530949,Had to return clogs. I ordered a half size ...,"Had to return clogs. I ordered a half size larger than I normally would purchase, but the clogs were too short and tight in the toe area.",en,shoes,,,
en_0133019,Do not buy,Took this off about an hour after applying because my buttons would not work,en,wireless,,,
en_0097412,They were beautiful though. Wish I had another pair,crotch came apart. They were beautiful though. Wish I had another pair. Had to send these back.,en,apparel,,,
en_0790171,These are not compatible with Brain Flakes,"I bought these with the intention to add to my Brain Flakes collection (because the Creative Kids Flakes were less expensive). Creative Kid Flakes were much thinner and not compatible with the Brain Flakes. I really like both products, just don't try to combine them. Creative Kid Flakes are thinner and less expensive than Brain Flakes. My students enjoy using them just as much as Brain Flakes. If you need to be budget conscious, Creative Kids Flakes are the way to go!",en,toy,,,
en_0900485,Extremely small coil hair ties.,These are tiny or mini(not mentioned in description). If I had known they were this small I would not have paid $10 for just eight of them. I have to admit they do work.,en,beauty,,,
en_0846870,They ruined my pruduct!,These ruined my product! I was excited to use these to make my necklaces look more professional but everything I used them on discolored so bad. I can't sell them now! Don't buy!!,en,home,,,
en_0311910,The ketogenic vegetarian diet is an absolute diet which is ...,"The ketogenic vegetarian diet is an absolute diet which is I felt very necessary for everyone who are confused about their diet though, it will assist in selecting right diet. This diet will surely help you to heal your body and upgrade your lifestyle; each of this book recipes is well explained.",en,digital_ebook_purchase,,,
en_0631619,A lot of lint.,It keeps you warm but leaves a lot of lint and lose threads on my cloths.,en,apparel,,,
en_0451031,works well!,it works well and looks so real! it can be real or a prop!,en,industrial_supplies,,,
en_0859252,"Good value, works well.","Works well. Wish it fit in my iPad cover like the adapter that came with my pen did, but otherwise very happy with the purchase.",en,electronics,,,
en_0868782,Order large but after I wash them in cold water ...,Order large but after I wash them in cold water and put them on a very low heat drying cycle the T-shirt shrink a bit!,en,apparel,,,
en_0007287,Floaters,"They float. The bag says they don’t, but they clearly do. Dusty and dirty.",en,lawn_and_garden,,,
en_0805198,These folks are GOOD,Feel like am at a nice hotel!,en,home_improvement,,,
en_0254812,Good video monitor camera,Camera works great in our baby's room. Have no complaints other than the temp gauge seems to fluctuate quite a bit.,en,baby_product,,,
en_0023210,Camera gets stuck n won't open.,"The phone is okay, just have issues with camera. Won't open up most of the time,when it does it's my face is upside down so annoying.",en,wireless,,,
en_0921604,tapestry,"ok for camping tapestry, will work to help block out sun. material is raw cut on edges, kinda just like cut off bolt of fabric. for price it is as expected. colors are not exactly like in photo but again you get what you paid for",en,home,,,
en_0106633,One Star,Bought these and have had them up two weeks and most of them already not working,en,home_improvement,,,
en_0648519,Way to short,Did not look like picture. Was more like a shirt than a actual dress.,en,home,,,
en_0904453,LOOKS VERY NICE,Ok I got this for $85 new and it's sold out now from that seller. For $85 it's 5 stars! The only thing is that the bottom wasnt fully painted. Like they didn't do an even coat of paint. But when I put it together it does look amazing and expensive...Very very story and easy to put together. It also is a good size kinda large. I do love it would buy again at that $85 price only.,en,furniture,,,
en_0772472,Five Stars,Very good quality fabric. Worked well for my little project.,en,home,,,
en_0198618,Very cheaply made,It tore at the seam after having it for a week,en,luggage,,,
en_0701693,One Star,"Just the sticker , scam",en,wireless,,,
en_0142572,Perfect fit. I purchased an XL,Perfect fit. I purchased an XL. Criss Cross is slightly revealing but not too bad.,en,apparel,,,
en_0020171,Cheap :(,"This item's string has already broken on each side of the sleeping mask. I have had to ""save the day"" by sewing it back together. For 6 or more dollars, it's not worth it. I should not have to sew it!!! Bummer cause it's cute and fits my 6 year old.",en,luggage,,,
en_0565881,Spilled in shipping,The seeds were received quickly but were spilled out into shipping envelope.,en,lawn_and_garden,,,
en_0417585,Good stand with one major weakness.,"For the most part this is a surprising solid and well built stand. There is one problem area and it's a big problem. The connection between the head and the rest of the stand is very weak and spreads out when a bike is placed on the head. This causes the whole head to tilt (see pics.). The bike I am working on is a Huffy mountain bike, probably the normal bike that many people will be working on. This issue could easily be fixed by the manufacturer by extending the head collar down the neck and adding more bolts. This would make this an excellent stand.",en,other,,,
en_0210313,What's wrong with this app,"2hrs trying to sign.....kept telling me wrong user id or password. If I said I forgot and wanted to reset, it would ask for my email address then proceed to tell me my email address was wrong. Got really frustrated and haven't tried since!!!!",en,other,,,
en_0021765,Does not work!,"This shampoo did not remove orange from my hair, in fact, it brought back orange! It stripped the dark ash blonde dye from my hair and left it back in its orange state. My hair felt very soft in the morning, that’s why I’m giving it 2 stars. But it did not tone the orange out at all, it made my hair even more orange. I will use it a few more times and if it starts working I will update my review.",en,beauty,,,
en_0926505,Provided screws DO NOT FIT.,The provided screws DO NOT work to secure the M.2 drive onto the adapter. This is SUPER frustrating because now I have to wait to get some.,en,pc,,,
en_0155670,Cake to replace,Cake to replace. The included socket was a life saver and the flexible rod mad it easy to install in a tight space.,en,home_improvement,,,
en_0863454,Are these even Bunn filters?,Are these even Bunn filters? Not packaged as indicated in the photo. Just filters stuffed in plastic bags. I have no idea who made these.,en,industrial_supplies,,,
en_0085856,haven't used all the features but love the steam button,"works very well, haven't used all the features but love the steam button.",en,home,,,
en_0528867,Not super soft but it's lightweight and is easy to transport,My baby spends a lot of time on this. Not super soft but it's lightweight and is easy to transport.,en,toy,,,
en_0636834,Terrible design,This design causes the fan to constantly move away from you and swirl around. Buy one that is enclosed all the way around.,en,drugstore,,,
en_0878143,Nice try on my part,Disappointed in the amount of cash it can hold. Difficult to get cards in and out,en,apparel,,,
en_0982702,Doesnt work well,Didnt fit properly in our Samsung phones or tablets didnt really change well,en,wireless,,,
en_0141651,Three Stars,smaller than I anticipated. but very cute.,en,jewelry,,,
en_0050237,Five Stars,Great fun for your dog....saves your arm too!,en,pet_products,,,
en_0100897,Caution Advised,"I have taken several brands of Ashwagandha supplements, but I cannot take this one. It did seem to have some of the effects that I expected, but It causes bleeding and tightness/pain in my side every time I take it for a few days in a row. I don't know what the difference is, but I would be a little careful with this one.",en,drugstore,,,
en_0341981,Opened Boxes,Probably will not order online again. The boxs came opened.,en,drugstore,,,
en_0191360,Good case,This was for my dad. He really need a case so I got him this one and it is really durable,en,sports,,,
en_0822412,Good toy for babies,It's a cute book. My baby likes the mirror on the last page and how the pages crinkles.,en,toy,,,
en_0683035,Don’t Waste Your $!!!,Ring is beautiful but not sterling silver!after about two weeks it started to tarnish i’m Very disappointed because I really liked this and also had it personally engraved,en,jewelry,,,
en_0142252,Waste of money,Did not work. Save your money.,en,baby_product,,,
en_0965257,Not for walkers,"Velcro came off on one shoe after two weeks of wearing. Also, not suitable for walking outside especially when the ground is wet (I should have read the description better - crib shoes for sure).",en,shoes,,,
en_0502771,Lot of premarital sex.,Skipped lot of pages due to the per-marital sex. Violence. Some parts of the story were good stories.,en,digital_ebook_purchase,,,
en_0963873,I really liked this beauty blender however it didn't last very long,I really liked this beauty blender however it didn't last very long. Only a few weeks and the tip of it broke.,en,beauty,,,
en_0188946,Not exactly what I expected,"I think the idea has merit but lacked in performance for me. The gloves are durable but very cumbersome and unwieldy. Plus when they are covered in dish soap, they're very slippery, and I'm always afraid of dropping dishes because of the lack of grip. The silicone will not scrub off any stuck-on food either. Alas, it's back to the regular gloves and sponge for me.",en,drugstore,,,
en_0616855,Sweet hat bad ship,"awesome hat, 4 stars for being smashed in the box.",en,apparel,,,
en_0415034,good quality,"These are very good quality, and the arch support is good for my old feet. However, the heel is a bit loose for my narrow feet. I would not be able to wear the slippers without socks.",en,shoes,,,
en_0227686,Is different than I ordered,Completely different cover than I ordered. I didn’t return it due to school starting and needing it.,en,office_product,,,
en_0999757,Fair to Middling...,"I truly appreciate it when Budget books come out and enjoyed this one enough to recommend it. My negatives for this book are in regards to the Recipe Formats and photo Hyperlinks. As a person who often will pop open a digital Cookbook in the store, the paragraph format needs a redo. If you're not going to give exact measurements then at least add bullet points for each ingredient. Lastly, having photo Hyperlinks in the book was extremely annoying and distracting. I did enjoy the touch points on International Cuisine, Container Gardening and how to shop the Farmer's Market. Good job...",en,digital_ebook_purchase,,,
en_0470525,Slick Willy sez:,"First off, been buying this stuff for years-the wife and I go through it like some people buy milk, if ya know what I mean. Anyway, the bottles leak worse than my wife when she sees me naked. So, bad design. I'm thinking of wrapping some teflon tape on it. On the threads of the bottle, that is. The lube itself is top-notch and lasts for hours but it gets expensive. I spent more on this last year than on my kid's college fund. But in all fairness, it's a better investment. It also stays cool and maintains sufficient lubricity even in the high heat that is generated in extreme friction situations. So much so that, while I have not yet done it, I have pondered replacing the Mobil 1 full-synthetic oil in my truck with this stuff. So if you like to have the excitement, and who doesn't, get yourself some of this.",en,drugstore,,,
en_0995880,Broke the 3rd time I used it,"I should've known better than to purchase this. It looked cheap and is extremely cheap. The top of the zippered pouch busted open the 3rd time I used it. The worst part is that when folded, that part is upside down which means I can't store anything in that pound anymore. Pretty much rendered it completely useless.",en,apparel,,,
en_0411186,Meh.......,"This should have been a better phone considering it was a flagship. buggy UI and samsung applications, poor signal quality. They have improved with the note 9, but this one I would still avoid.",en,wireless,,,
en_0555370,Love it!,Love it. I'm going to get more.,en,home_improvement,,,
en_0243936,"DID NOT WORK, COULD NOT BE CODED","PURCHASE WITH UNDERSTANDING THAT THE KEY WORK, FOR MY CAR, YEAR AND MAKE..... BROUGHT TO HAVE IT CUT AND KEYED.... CUT BUT COULD NOT BE CODED... SO USELESS..... BEST GO TO DEALER... IN LONG RUN.... I HAD LOST MONEY TRYING TO GET IT TO WORK... SO LOST MONEY... AND STILL DO NOT HAVE THE AUTO KEY I NEED......",en,automotive,,,
en_0303241,Good but won't solve all your problems,I bought this product because I thought it would help me not get a flat tire. There are a lot of thorns in my area. Unfortunately it does not help against nails. For the most part it works but it's still not strong enough. I am still looking for the perfect tire liner.,en,other,,,
en_0275106,Looks good but drawers way to small,Looks nice but very small in depth only fit a couple piece of clothing in each drawer. Would recommend for a childs room....,en,furniture,,,
en_0486011,this works ok,"This product works ok for what I paid for it. But the accuracy could be better. I'm not sure I could really recommend this to anyone, but it's decent enough though.",en,automotive,,,
en_0364590,Zero quality,Gives the cats hard stools and constipation will never ever never ever buy this again. I feed it to the pigeons now,en,pet_products,,,
en_0886190,Not safe due to chemical smells.,"Extremely strong chemical smell, made my pet rats sick. I can't imagine this being safe for any animal. I let air outside for over a week, and the chemical smell is still there.",en,pet_products,,,
en_0761404,"Purchased last minute, saved me",I got this set for my brother's reveal party. It's high quality and we had every component we needed to setup a great event.,en,toy,,,
en_0402893,good so far,"Three screen protectors come in one order, super easy to install. I only applied it yesterday, but because of the curvature of the screen on my iPhone 8 Plus, the screen protector doesn't seem to adhere for about a millimeter all the way around. Other than that, really good so far!",en,wireless,,,
en_0720821,Works great. I plan on buying more,Works great. I plan on buying more.,en,home_improvement,,,
en_0629079,"Fun, well designed","Well designed in the simplicity. I like games that look the closest to using paper (hardly extra junk, bells and whistles, just the game.) The game itself is quite fun, lots of levels from really easy to extremely tough.",en,other,,,
en_0402348,It will get you out of bed.,"Great idea, will definitely get you up in the morning. It's biggest drawback is that you should be able to set it over Bluetooth, it is a huge pain to take it out of it's cover and manually program it each time when it could be a simple blue tooth connection.",en,electronics,,,
en_0051619,The Rock Rules!,Another good movie with the Rock!,en,digital_video_download,,,
en_0779152,One Star,I ordered a 2 pack and only received one pack!,en,camera,,,
en_0181907,"DO NOT BUY, DO NOT BUY","This is horrible!! This item is so cute, but not worth it!! It took both me and my husband 2 hours to work on, only to not finish it because it is not level and pieces don't match up. I read reviews, some good some bad. Bit this is really bad!! I would not recommend getting. The door does not match up to stay on, even with the lock on. The horses hair does not match up to screw together completely, the one tire stays in the air even tho it's on the correct side. That's as far as we went since nothing was working right. Calling the company in the morning because we are very unhappy parents.",en,toy,,,
en_0630955,Don’t stay in place.,"They were okay for absorbing water, but they didn’t stay in place. They were constantly slipping and sliding all over the bathroom. Eventually replaced.",en,home,,,
en_0404494,they work,They seem to work fine. Once you get dust on them they slip a little but its not a problem. Would purchase again.,en,other,,,
en_0216777,Plug that goes into laptop constantly falls out,"It's annoying to have to continually put the charger back into the laptop; anytime I move it the slightest bit, it unplugs. Charges fine as long as it's sitting still, but I move from room to room and shift around a bit as I work.",en,pc,,,
en_0598592,It gets hot,The stroller is fine but I found out it gets hot and my baby sweats a lot fast,en,baby_product,,,
en_0087265,Not pleased with process to return,Grandson wears size 14. Has had Many pair of nikes. First pair that didn’t fit.,en,sports,,,
en_0118266,Love it,Was a great Christmas present. Everyone wanted one,en,kitchen,,,
en_0576852,Works great,Worked great stopped leak i my Sub Zero refrigerator saved me thousands$$$$,en,automotive,,,
en_0829326,Not much light even after all day in the sun,"These solar lights are to help illuminate our pool deck and patio; however, even after charging in the sun all day, the light given off is very weak and could be a safety hazard.",en,home_improvement,,,
en_0451870,"Cracked arrived, they should be careful with the packaging.","Cracked arrived, they should be careful with the packaging.",en,kitchen,,,
en_0712253,Shipped wrong product,Order was for UNSCENTED. Received scented!,en,beauty,,,
en_0002372,Did not get instruction manual,"I expected cheap, but at the very minimum expected instructions. None were included. This ended up being so frustrating!",en,furniture,,,
en_0561531,The problem is good,The product is good but my order was short of a soap,en,beauty,,,
en_0577473,"Initially seems good, then disappointing.","Printing looks very nice paper very nice quality, but the quality is lacking. Flaps are same image on all sides, no words on some sides. No Dumbledore office on our copy. Initially seems good, then disappointing.",en,toy,,,
en_0619938,Two Stars,falls apart pretty quickly,en,furniture,,,
en_0104363,Just as described!,Nothing to dislike. Exactly as described. Would repurchase.,en,beauty,,,
en_0906511,Doesn't last,Most of them stopped working within 2 months. The last of the 4 just quit after 6 months.,en,wireless,,,
en_0427980,Four Stars,Great for measuring things that are far.,en,other,,,
en_0570830,"Simple, pretty and cute.",Thes are so pretty and appear to be good quality. I am going to give them as gifts at Christmas to my coworkers. The price was perfect. I needed 8 pairs.,en,jewelry,,,
en_0494916,Ehh,I don’t understand why these bags are so long. Feel like they have combined several model styles in one bag and it’s not perfect,en,home,,,
en_0881922,Four Stars,Very comfortable hand grip foam covers but can be a chore to install without damaging the foam.,en,automotive,,,
en_0470063,A push and pull love story,Wow! For emotional whiplash with these two. Kane was the epitome of a broody alpha and damn I loved every minute of it. Watching these two push and pull trying to find their way to their HEA was frustrating and sweet and so fun!,en,digital_ebook_purchase,,,
en_0714896,"These are NOT ""skinny shorts""","The legs of these shorts are HUGE. (No, I do NOT have skinny thighs). I am 5'3"", 155 pounds and purchased a size 10. The waist sits right below my waist, but the crotch is very tight. Pulling the front of the shorts down in the front did not work. The material is okay, not heavyweight, but good for summer, hence the 2 star rating.",en,apparel,,,
en_0074401,Meh,I can see how this would work for some which is why I gave it 4 stars however on me it rubbed my underarms so it wasn't very comfortable.,en,drugstore,,,
en_0747661,GOOD READ,This was a good read. I enjoyed reading both books. I would absolutely recommend this book to everyone I don’t think you will regret buying it. Thank you.,en,digital_ebook_purchase,,,
en_0066766,One Star,I ordered this product and did not receive my items,en,apparel,,,
en_0223586,One Star,Paper thin pillow. Returning immediately.,en,home,,,
en_0409219,No screws,"Well made, but no screws",en,automotive,,,
en_0165695,NOT like described,"The colors are not very ""assorted"" they are very similar in color. Not like the picture shown at all.",en,office_product,,,
en_0650113,Really Works!,"I have had mild to moderate dry eyes for years. This is the only product thus far, that has kept my eyes moist and made wearing my contacts more comfortable.",en,drugstore,,,
en_0190820,Light sensor very sensitive,Don’t work well when they have water or ice covering the sensor.,en,home_improvement,,,
en_0167781,One Star,Very bland tasting and over-priced whole food brand.,en,grocery,,,
en_0745825,It is bright indeed!,"I bought this product with the stabilizer together and tried it on with my iPhone to see how it actually works. The led light gives me a substantial amount of light that is required for my shootings! But I suggest you buy more than one if you want to get all-angled lighting since the light might not be big enough to cover a wide-angle shot. It is easy to use, bright and meets my need. Recommended!",en,camera,,,
en_0375830,Blanket was big and plush - very good for cold nights,Blanket was big and plush - very good for cold nights. Would have liked if picture would have been more distinct.,en,home,,,
en_0937268,Its a $50 camera,Its a $50 go pro. If you are expecting standard 2018 quality then you might be disappointed. Its more like 2014. Go get a used gopro,en,camera,,,
en_0867652,Unreliable,I never received the package!,en,office_product,,,
en_0358321,They fit drawers great,"I use these for several things such as keeping my wash cloth handy, hanging items to dry, etc.",en,home,,,
en_0287890,Fair product,"Well packaged, delivered on time.",en,pc,,,
en_0591222,Does not seem durable - snap top already cracked.,Open the box and discover a top side snap already cracked. I want to give this a chance but wonder about the durability of this product now.,en,kitchen,,,
en_0288218,The heal was to high. Thank you,They fit but they were to high.,en,shoes,,,
en_0318138,Disappointed,Does. Not work for me like other I have purchased.,en,drugstore,,,
en_0951758,Stones fell out,"Great ring, wore it occasionally, not daily. Received lots of compliments, but 3 of the stones have already fallen out and I’ve only had it 2 and 1/2 months. Pretty sad because it’s a beautiful ring.",en,other,,,
en_0865608,Great pick-me up but AWFUL aftertaste,"I tried the chocolate latte flavor, based on the glowing reviews. These little drinks are super portable and do give quite the pick-me-up (read: caffeine buzz). However, they taste like mocha flavored cough medicine. Really. There is a pronounced, bitter aftertaste - I thought perhaps the first one I tried had gone bad. However, the next one I tried had the same issue. Looking closely at the ingredients, these contain baking soda . This would explain that gross aftertaste. I'm not sure if that's included as a preservative or what; regardless, it ruins the flavor. In order to get through a few very long days, I was able/willing to hold my nose and take my ""coffee shot"", but this is not something I enjoyed drinking. I gave three stars only because these do give a great jolt of energy.",en,grocery,,,
en_0786057,Poor handling of package,I received the box in reasonable time. The box came severely damaged. It looked like it was used as a football. I didn’t wan to take a chance on receiving a damaged product so I opted to return it in the box it came in. I received the return sticker from ups the next day. The instructions as to what to do from there got sloppy. I had to jump through hoops to get the item back to amazon. Home pick up was supposed to be available but when I logged in it told me to take it to a local ups drop off. Went there only to find when I entered the info it was rejected and they directed me to a manned drop off. Very inconvenient. My last few amazon experiences have really tanked. Either it’s a no show or damaged packages....or this jumping through hoops. I hope they get their act together.,en,wireless,,,
en_0936858,Great quality,"Good quality, definitely what I was hoping I would receive.",en,wireless,,,
en_0383624,... the job at charging the phone and I also like that it's slim,Charger does the job at charging the phone and I also like that it's slim. Only thing is doesn't provide that much protection. I dropped my phone and the charger came apart. The plastic that goes around the phone feels thin and easily breakable.,en,wireless,,,
en_0406159,Cute suit,It is a really cute swim suit. It came just as described. Nice material and not see through at all. Short were longer than i thought they would be which made me smile. I got a size larger because of past reviews. Glad it did. It all depends on how you want it to fit. I didn't want it skin tight. The only negative is there is no support in the bust. The built in bra fits very loosely.,en,apparel,,,
en_0594474,Would not recommended buying.,Very dissatisfied with the fit. Would not recommended buying.,en,apparel,,,
en_0876945,Full price for half the product!!!,"Bought this thinking it was a great deal just to be disappointed. This was supposed to be a brand new bottle, however, the bottle was only half full at best. I could see some of the contents dried on the outside of the neck where it appeared that someone emptied a portion of the bottle into another container. Definitely was NOT a full bottle as advertised.",en,industrial_supplies,,,
en_0818687,The cup holder itself is difficult to use with a ...,The cup holder itself is difficult to use with a can and with a smaller cup it does not work well.,en,luggage,,,
en_0065166,NOT GOOD,My little one said it is uncomfortable and we have a standard round toilet seat and the training seat would not fit it in!!!!,en,baby_product,,,
en_0987542,Not the best tasting in my opinion,Just not crazy about the flavor.,en,grocery,,,
en_0422019,Too Big,Absolutely Giant. Order in the next size down. Or dont order this at all...,en,apparel,,,
en_0156150,The item came in.,"Item received, Thank you very much!",en,grocery,,,
en_0827388,go with the black!,good case but gets stained so quick,en,wireless,,,
en_0063224,Cute but too short and the elastic on shoulders tights,well this dress is super cute and flirty- i have a large chest size so unfortunately it was too tight and the elastic around the shoulders do not give grace to it was even tighter- cute but returned,en,apparel,,,
en_0713362,Cool item but very poor packaging,"I was hoping to give this item as a gift to somebody, but the item’s box came so torn apart and dirty that I ended up getting something else for them and just keeping this for myself. Even so, I think this item is a really fun idea and would have made a great gift if it weren’t so torn apart when it arrived.",en,home,,,
en_0056650,The color is way off,The color is way off and the picture doesn't fit the whole screen.,en,electronics,,,
en_0131047,Not the safest toys to get,Two of the toy balls are dangerous -- they are cheaply made and the metallic looking strips pull right off and is definitely not safe for kittens if they ingest it (kind of like string). The rest of the toys are fine.,en,pet_products,,,
en_0030976,Just OK.,"I really wanted to love these pants, but they are just alright. The waistband is kind of tight and digs into all the wrong places. The waistband is wide to try to prevent rolling, but instead it rolls in half and makes the bunching/digging in issue worse. If I pull the pants to ride a little lower to solve this issue then the pockets fall at the wrong places. In addition there is a weird seam across the back of the pants along where the back pockets are, which I have never seen on any ""real"" pair of pants, so if they are trying to make these look like regular dress slacks I am not sure why that seam is there. They function for the time being, but wouldn't buy many more pairs.",en,apparel,,,
en_0186916,Hard to believe!,"UPDATE: The seller send out another tent for me, BUT THE WRONG ONE!!! The canopy that initially bought had all the sides included, but the replacement DIDN'T. They answered me very fast! Excellent costumer service, BUT again, sent me the wrong item. I'm contacting them again and HOPEFULLY getting the right item at my door! I'll update this review accordingly. It is hard to believe that this ""GREAT"" tent didn't pass to the test of a VERY light rain. AND the first rain it ever had. Just hard to believe. First of all and don't get me wrong; this tent is large, beautiful, easy to assemble/disassemble AND very sturdy (Supposed to!) I have this tent for literally 1 month and 1 week without any problem. NONE! Until today after work! Just could not believe when I got back from work I saw half of the tent on the floor. I use the tent to cover some artwork that are in process and some are work that'r done. Luckily, I covered everything that I create for extra security. I have not contacted the company for I REALLY want to give a 5 stars for this product. I want to test their responsibility for this damage, for paying $200 dollars for this product I expected it being able to hold at least a small ""glass of water coming from the sky"", thing that it didn't. I'm not sure if the product had any problem, and if had, I wasn't aware of. I definitely don't ask for many refund, but for a new tent. When I get the feedback form the seller (hope) I update this review accordingly. For now, if I could give Zero Star I would.",en,lawn_and_garden,,,
en_0462975,Don’t purchase,Product didn’t work as stated. Followed directions and it’s currently the 8th day and haven’t seen any peeling or difference. Will not buy again. Very disappointed. Will be buying Baby Foot.,en,drugstore,,,
